36.50713662,-121.9372714,Gibson Creek,2,
36.50782883,-121.8888378,San Jose Creek,0,
36.51734861,-121.9071351,San Jose Creek,3,
36.52463487,-121.924353,Senaca Creek,1,
36.52672956,-121.8676962,Potrero Creek,1,
36.53108318,-121.8674064,Potrero Creek,1,
36.53345777,-121.8692126,Potrero Creek,1,
36.54020079,-121.9183632,Carmel River,1,
36.77303781,-121.4109501,Bird Creek,0,
36.77337404,-120.2851395,San Joaquin River,1,
36.77394842,-120.2843735,Eastside Bypass,1,
36.78810508,-120.372754,San Joaquin River,1,
36.85529574,-119.8768336,San Joaquin River,1,
36.86842114,-121.8172477,Watsonville Slough,0,
36.88385208,-121.3229609,Arroyo Dos Picachos,1,
36.88531175,-121.3104894,Arroyo Dos Picachos,1,
36.88792655,-121.2749787,Arroyo Dos Picachos,2,
36.88814312,-121.2869087,Arroyo Dos Picachos,3,
36.9065975,-121.6166772,Pajaro River,1,
36.92319445,-121.6719191,Mattos Gulch,0,
36.92472443,-121.4038503,Tequisquita Slough,1,
36.92487023,-121.3780566,Arroyo De Las Viboras,1,
36.92765136,-121.3628649,Arroyo De Las Viboras,0,
36.92843834,-121.6670278,Mattos Gulch,0,
36.92938666,-121.3600592,Arroyo De Las Viboras,0,
36.92989013,-121.5905489,Tar Creek,1,
36.93025399,-121.5832544,Tar Creek,3,
36.93031141,-121.587027,Tar Creek,1,
36.93093206,-121.3657973,Arroyo De Las Viboras,1,
36.94401102,-121.4453369,Tequisquita Slough,1,
36.94749041,-121.7042439,Coward Creek,2,
36.95360159,-121.6046706,Tar Creek,0,
36.96782871,-121.6301588,East Trib Pescadero Creek,2,
36.96839203,-121.3725874,Pacheco Creek,1,
36.97221415,-121.7648925,Green Valley Creek,0,
36.97408022,-122.0225956,Branciforte Creek,1,
36.9744004,-119.7367881,San Joaquin River,1,
36.97567511,-120.382127,Eastside Bypass,1,
36.97568701,-120.3748815,Eastside Bypass,0,
36.9756915,-120.3829719,Eastside Bypass,1,
36.97684154,-121.7762754,Green Valley Creek,0,
36.97686829,-121.8905125,Valencia Creek,3,
36.97711149,-122.0732397,Wilder Creek,2,
36.97891216,-121.4640342,Pajaro River,1,
36.97895446,-121.8853966,Valencia Creek,1,
36.97937648,-121.9962748,Arana Gulch,1,
36.98134122,-121.9965156,Arana Gulch,1,
36.98171173,-121.902923,Mangels Gulch,2,
36.9824488,-121.87853,Valencia Creek,1,
36.98263015,-121.6275793,Pescadero Creek,2,
36.98267631,-122.1560793,Laguna Creek,1,
36.98291347,-122.1353748,Majors Creek,2,
36.98294131,-121.9017084,Mangels Gulch,0,
36.98396491,-119.7247924,San Joaquin River,1,
36.98645534,-122.1543914,Laguna Creek,1,
36.98651732,-122.0141695,Carbonera Creek,1,
36.98670279,-121.9557596,Soquel Creek,1,
36.98780877,-122.0285174,San Lorenzo River,1,
36.98829366,-121.6874798,Bodfish Creek,1,
36.98930888,-121.687636,Bodfish Creek,1,
36.9894542,-122.0156227,Carbonera Creek,0,
36.98967872,-121.9078548,Aptos Creek,1,
36.99065528,-121.6891348,Bodfish Creek,1,
36.99279343,-121.9559106,Soquel Creek,1,
36.99388651,-122.168548,Yellow Bank Creek,1,
36.99392822,-122.1684408,Yellow Bank Creek,1,
36.99442446,-122.0169141,Carbonera Creek,1,
36.99628644,-121.6871049,Bodfish Creek,2,
36.99692121,-121.686894,Bodfish Creek,3,
36.99696056,-121.9523307,Bates Creek,1,
36.99740171,-121.6865126,Bodfish Creek,3,
36.99784641,-121.6863181,Bodfish Creek,3,
36.99786622,-121.9551484,Soquel Creek,1,
36.998058,-122.1439077,Laguna Creek,2,
36.99836288,-121.6862421,Bodfish Creek,2,
36.99892833,-122.1438548,Y Creek,2,
36.99895383,-121.6861206,Bodfish Creek,3,
36.9992913,-121.9470609,Bates Creek,3,
36.99994196,-121.9870319,Blue Line Creek,0,
37.24283955,-121.8730757,Alamitos Creek,1,
37.00181415,-121.6849799,Bodfish Creek,3,
37.00020135,-119.7046966,San Joaquin River,0,
37.02036799,-122.1520011,East Branch Liddell Creek,0,
37.0309068,-121.901877,Bridge Creek,1,
37.00323393,-121.7696991,Green Valley Creek,0,
37.03303122,-121.7895063,Redwood Canyon,2,
37.00333719,-121.9846693,Arana Gulch,0,
37.00446297,-121.6818289,Blackhawk Canyon,1,
37.00056745,-121.7504011,Green Valley Creek,1,
37.00057363,-121.944761,Bates Creek,3,
37.007341,-122.1661388,Liddell Creek,2,
37.00081282,-122.1806683,Liddell Creek,1,
37.01191121,-122.0121225,Redwood Creek #1,1,
37.01304962,-121.9988715,Branciforte Creek,1,
37.01426481,-121.9986521,Branciforte Creek,1,
37.01716486,-121.9333439,Grover Gulch,1,
37.02302806,-121.261057,South Fork Pacheco Creek,2,
37.02698752,-121.9958932,Granite Creek,1,
37.02796599,-121.9856772,Crystal Creek,1,
37.02813042,-122.0205651,Carbonera Creek,2,
37.02989547,-122.0526559,Eagle Creek,0,
37.03039755,-121.785918,Redwood Canyon,1,
37.00306584,-121.6828104,Bodfish Creek,3,
37.03123412,-121.8900811,Aptos Creek,1,
37.33343602,-122.3646747,Coyote Creek,0,
37.03663153,-121.8745913,Aptos Creek,1,
37.03727662,-122.2210165,Molino Creek,1,
37.03916485,-121.9774034,Crystal Creek,1,
37.03917334,-122.0821992,Shingle Mill Creek,1,
37.03956381,-121.8726897,Aptos Creek,1,
37.0400524,-121.7168851,Little Arthur Creek,1,
37.04142758,-122.1628332,Mill Creek,0,
37.04336167,-121.8688095,Aptos Creek,3,
37.00433658,-121.7361967,Green Valley Creek,1,
37.43818876,-122.2969235,McGarvey Gulch,2,
37.4392546,-122.2964903,McGarvey Gulch,0,
37.00445536,-121.6941465,Blackhawk Canyon,2,
37.00503144,-121.7324862,East Fork Green Valley Creek,2,
37.05171629,-122.0623261,Zayante Creek,1,
37.05240024,-121.8205205,Diablo Gulch,3,
37.0056602,-122.0012775,Branciforte Creek,1,
37.05865426,-121.8065214,Diablo Gulch,2,
37.0597279,-121.9407857,Hester Creek,1,
37.0622988,-122.0287398,Ruins Creek,0,
37.00636859,-121.6925852,Blackhawk Canyon,3,
37.00655486,-121.8080934,Corralitos Creek,1,
37.06592722,-121.6909382,Uvas Creek,0,
37.00705707,-121.6883778,Blackhawk Canyon,3,
37.07093605,-122.1077671,Fall Creek,2,
37.00717201,-121.6656466,Bodfish Creek,1,
37.00728521,-121.9803908,Arana Gulch,1,
37.07404116,-121.9715615,Branciforte Creek,2,
37.00751926,-122.1754071,West Branch Liddell Creek,1,
37.00768234,-121.9800102,Arana Gulch,0,
37.00800769,-121.9797031,Arana Gulch,0,
37.08197199,-122.016964,MacKenzie Creek,1,
37.00871262,-121.9364724,Bates Creek,0,
37.89747031,-122.5488003,Unnammed,1,
37.00958265,-121.9524558,Soquel Creek,1,
37.00967832,-122.1932543,San Vicente Creek,1,
37.1027655,-122.1039927,Alba Creek,2,
37.01124861,-122.000173,Branciforte Creek,1,
37.11602155,-121.6941982,Llagas Creek,0,
37.01160828,-122.1762739,West Branch Liddell Creek,1,
37.01165289,-122.0172944,Carbonera Creek,3,
37.11844571,-121.9257655,Laurel Creek,0,
37.11927456,-121.9510525,Laurel Creek,2,
37.01219217,-121.8748358,Valencia Creek,1,
37.01312694,-122.0115261,Redwood Creek #2,1,
37.01356252,-122.0391721,Powder Mill,2,
37.13688563,-122.2930833,Ano Nuevo Creek,1,
37.01444938,-122.0570921,San Lorenzo River,3,
37.0145509,-122.0111061,Redwood Creek #3,1,
37.01471327,-121.9351911,Grover Gulch,1,
37.0154421,-121.9347825,Grover Gulch,3,
37.155998,-121.8448798,Herbert Creek,1,
37.01580046,-121.8173812,Rider Creek,0,
37.01581294,-121.8187822,Rider Creek,1,
37.01595233,-121.8206274,Rider Creek,0,
37.01604221,-121.934401,Grover Gulch,1,
37.016118,-122.1563566,East Branch Liddell Creek,0,
37.01621701,-121.7888186,Browns Creek,1,
37.0163552,-121.822036,Rider Creek,1,
37.16404521,-121.8278188,Alamitos Creek,0,
37.17138055,-122.2751225,Henry Creek,2,
37.0173406,-121.9974959,Branciforte Creek,1,
37.01741544,-122.1718641,West Branch Liddell Creek,0,
37.17595527,-122.2509632,West Branch Waddell,1,
37.17780636,-122.3313104,Old Woman's Creek,3,
37.01782414,-121.9325712,Grover Gulch,1,
37.01782977,-121.8255102,Rider Creek,2,
37.01813856,-120.4338207,Eastside Bypass,1,
37.01831783,-121.9318354,Grover Gulch,1,
37.01837958,-121.9967923,Granite Creek,1,
37.18590168,-121.701957,Coyote Creek,1,
37.19561853,-122.1464998,San Lorenzo River,1,
37.20183932,-121.8849835,Guadalupe Creek,1,
37.02102511,-122.1304336,Laguna Creek,0,
37.21830581,-121.9862372,Los Gatos Creek,1,
37.21891647,-121.9852524,Los Gatos Creek,1,
37.02228037,-121.995595,Granite Creek,1,
37.22617916,-121.9037741,Guadalupe Creek,1,
37.02326018,-122.2143938,Ferrari Creek,1,
37.23308665,-121.8704736,Alamitos Creek,1,
37.23540045,-122.3684631,Butano Creek,1,
37.23597377,-119.4224884,Mormon Hill Creek,0,
37.02366259,-122.2112163,Ferrari Creek,0,
37.23823411,-121.8713714,Alamitos Creek,1,
37.02436977,-121.8670687,Valencia Creek,0,
37.02440383,-122.0577251,San Lorenzo River,3,
37.02552399,-121.7749508,Gamecock Canyon,1,
37.02625854,-121.7798931,Browns Creek,1,
37.26602143,-122.2163508,Evans Creek,0,
37.02677465,-121.7811112,Redwood Canyon,0,
37.02756974,-122.0213442,Carbonera Creek,1,
37.02780063,-120.4403699,Eastside Bypass,1,
37.02804072,-121.78207,Redwood Canyon,0,
37.02816323,-122.1291355,Laguna Creek,2,
37.02855121,-122.1644595,West Branch Liddell Creek,0,
37.02892342,-121.7606472,Gamecock Canyon,2,
37.02902411,-121.9961989,Granite Creek,1,
37.02936669,-121.988027,Branciforte Creek,1,
37.0294575,-121.6779598,Little Arthur Creek,0,
37.02952972,-121.9845512,Crystal Creek,1,
37.29578263,-122.2349013,Alpine Creek,1,
37.29710527,-122.2501925,Alpine Creek,0,
37.02975519,-121.7830883,Redwood Canyon,1,
37.02979629,-121.76014,Gamecock Canyon,3,
37.02997988,-121.6874992,Little Arthur Creek,0,
37.03047439,-122.0085152,Redwood Creek #4,1,
37.03077041,-121.8833601,Aptos Creek,1,
37.03079789,-121.9479363,Moores Gulch,1,
37.3087361,-122.0637007,Stevens Creek,1,
37.30990989,-122.3197834,Kingston Creek,0,
37.03113576,-121.8818892,Aptos Creek,1,
37.0312476,-121.893731,Aptos Creek,1,
37.03127026,-121.7601292,Gamecock Canyon,2,
37.03162771,-121.8888097,Aptos Creek,1,
37.0317363,-121.9830721,Crystal Creek,1,
37.03204664,-122.0087674,Redwood Creek #5,0,
37.32350234,-122.2708745,Woodhams Creek,2,
37.03276331,-121.902144,Bridge Creek,1,
37.03297664,-122.0086521,Redwood Creek #6,0,
37.33000768,-122.3509885,Clear Creek,1,
37.03417893,-121.9021801,Bridge Creek,3,
37.03452184,-121.8782022,Aptos Creek,0,
37.03472442,-122.0859666,Gold Gulch,2,
37.34963108,-122.3356427,El Corte De Madera Creek,0,
37.03502278,-122.0088801,Redwood Creek #7,0,
37.0354268,-121.9033307,Bridge Creek,3,
37.03545245,-121.9479544,Moores Creek,1,
37.03585866,-121.9966567,Granite Creek,1,
37.03615444,-121.7813807,Ramsey Gulch,3,
37.03628445,-121.8201149,Eureka Gulch,1,
37.03634789,-121.9800579,Crystal Creek,1,
37.36502066,-122.2018933,Los Trancos Creek,1,
37.03650292,-121.7134092,Little Arthur Creek,1,
37.03650836,-121.821183,Eureka Gulch,1,
37.03658495,-121.8191804,Corralitos Creek,1,
37.03658847,-122.2263194,Molino Creek,1,
37.03662285,-121.8228359,Eureka Gulch,0,
37.03705857,-121.7137113,Little Arthur Creek,1,
37.37160836,-122.2655536,La Honda Creek,0,
37.03741862,-121.7139607,Little Arthur Creek,1,
37.03751413,-121.9487376,Moores Gulch,3,
37.37619216,-121.8612125,Upper Penitecia Creek,1,
37.03773352,-121.7144686,Little Arthur Creek,1,
37.03773748,-121.9027175,Bridge Creek,0,
37.38356279,-122.4006959,Lobitos Creek,1,
37.03838636,-121.9781969,Crystal Creek,1,
37.03908993,-121.9495442,Moores Gulch,3,
37.03954086,-121.9769545,Crystal Creek,1,
37.39575973,-122.0687195,Stevens Creek,1,
37.04011802,-121.9405045,Soquel Creek,1,
37.04012836,-121.8714437,Aptos Creek,1,
37.4014261,-122.0691805,Stevens Creek,1,
37.04035589,-121.984954,Branciforte Creek,1,
37.0406505,-121.9846808,Branciforte Creek,1,
37.04077594,-121.9843833,Branciforte Creek,1,
37.04106151,-122.1533193,Mill Creek,2,
37.04141398,-121.8703296,Aptos Creek,1,
37.04167098,-121.9743835,Crystal Creek,1,
37.04202813,-121.9740928,Crystal Creek,0,
37.04211629,-121.7179675,Little Arthur Creek,1,
37.04234159,-121.9839088,Branciforte Creek,1,
37.0427357,-122.1736146,San Vincente Creek,3,
37.04279201,-121.7186375,Little Arthur Creek,1,
37.04306637,-121.7756206,Ramsey Gulch,2,
37.04312285,-121.9984487,Granite Creek,1,
37.0435598,-121.2727006,Pacheco Creek,1,
37.04356333,-122.0729436,Shingle Mill Creek,0,
37.0437872,-122.2037257,Molino Creek,2,
37.04426955,-121.2696471,Pacheco Creek,3,
37.04435323,-121.8684051,Aptos Creek,1,
37.0445147,-121.266253,Pacheco Creek,2,
37.44524511,-122.4039059,Arroyo Leon,1,
37.04455479,-121.9983324,Granite Creek,1,
37.04554931,-122.0721378,San Lorenzo River,1,
37.0461238,-121.9525431,Moores Gulch,1,
37.04638073,-121.8969846,Bridge Creek,2,
37.04669671,-121.9980761,Granite Creek,1,
37.04706562,-122.178949,San Vicente Creek,0,
37.04752952,-121.9983113,Granite Creek,1,
37.0478614,-121.9522525,Moores Gulch,1,
37.04850938,-121.9982444,Granite Creek,3,
37.04887917,-121.9981504,Granite Creek,2,
37.49271618,-122.3848779,Pilarcitos Creek,1,
37.04973233,-121.9815362,Tie Gulch,0,
37.04991232,-122.0913441,Bennet Creek,2,
37.05064602,-121.820609,Corralitos Creek,3,
37.05176379,-121.821904,Corralitos Creek,3,
37.051898,-121.8100913,Diablo Gulch,1,
37.05223614,-121.8172177,Diablo Gulch,1,
37.05233961,-121.8190611,Diablo Gulch,1,
37.52881052,-122.3623446,San Mateo Creek,0,
37.05316465,-122.0898502,Fall Creek,0,
37.05413625,-122.2254992,Archibald Creek,1,
37.05444637,-121.9775224,Mountain View Creek,1,
37.05456421,-120.498877,Eastside Bypass,0,
37.05470274,-121.8566422,Aptos Creek,2,
37.05482587,-121.9566049,Moores Gulch,1,
37.05511792,-121.979261,Branciforte Creek,1,
37.05514859,-122.041492,Bean Creek,1,
37.05561744,-121.8257987,Corralitos Creek,3,
37.05568093,-122.0600661,Zayante Creek,1,
37.05569947,-121.9409886,Hester Creek,1,
37.05578331,-121.8259238,Corralitos Creek,2,
37.05590149,-121.9690494,Mountain View Creek,1,
37.05731257,-121.3289645,Cedar Creek,3,
37.05750188,-122.0328646,Lockhart Gulch,1,
37.05765841,-121.9807226,Branciforte Creek,1,
37.05774783,-122.1065227,South Fall Creek,0,
37.57931883,-122.4733952,Middle Fork San Pedro Creek,1,
37.58148473,-122.4757054,San Pedro Creek,1,
37.05851496,-122.0794009,Fall Creek,1,
37.5855291,-120.2706412,Merced River,0,
37.5868098,-122.3798594,Mills Creek,0,
37.05915341,-121.9585547,Moores Gulch,0,
37.05928423,-121.8267787,Corralitos Creek,2,
37.05970121,-121.3278803,Cedar Creek,3,
37.59801515,-121.9476504,Stonybrook Creek,0,
37.06116441,-122.1128876,South Fall Creek,0,
37.06208162,-121.9407559,Hester Creek,1,
37.06345227,-121.9402984,Hester Creek,1,
37.06350286,-121.9140892,Hinckley Creek,0,
37.06469036,-121.940211,Hester Creek,1,
37.06608156,-122.0331391,Lockhart Gulch,1,
37.06651204,-121.9400906,Hester Creek,1,
37.68790458,-122.0218777,Palomares Creek,1,
37.06890258,-121.976137,Branciforte Creek,1,
37.06890505,-122.2098073,Little Creek,2,
37.69144249,-122.0835002,Chabot Creek,1,
37.06917287,-121.8299638,Soquel Creek,0,
37.69227078,-122.0572452,San Lorenzo Creek,1,
37.69542112,-122.0256073,Palomares Creek,1,
37.06993395,-122.0847092,Manson Creek,3,
37.07008617,-122.0847471,Manson Creek,1,
37.07047304,-122.1063391,Fall Creek,3,
37.70615027,-122.0427911,Crow Creek,1,
37.07218247,-122.0168722,MacKenzie Creek,1,
37.07233515,-121.9511625,West Branch Soquel Creek,3,
37.07251996,-121.952686,West Branch Soquel Creek,1,
37.72990784,-122.1227169,San Leandro Creek,0,
37.07321989,-121.9530315,West Branch Soquel Creek,1,
37.75027811,-122.0583841,Cull Creek,1,
37.07503422,-121.9386254,Hester Creek,2,
37.75274141,-122.208307,Lion Creek,1,
37.07581304,-122.030945,Lockhart Gulch,0,
37.07641948,-121.9682629,Branciforte Creek,1,
37.07689074,-122.0836538,San Lorenzo River,1,
37.7690665,-122.0358969,Bolinas Creek,3,
37.07847001,-121.9540074,West Branch Soquel Creek,3,
37.07865251,-122.0312533,Lockhart Gulch,0,
37.07908622,-121.9281965,Amaya Creek,1,
37.08025216,-121.9282122,Amaya Creek,1,
37.08098564,-122.0109753,Bean Creek,1,
37.08179328,-121.9284885,Amaya Creek,1,
37.08262873,-122.0493906,Zayante Creek,1,
37.0826929,-122.0511985,Lompico Creek,1,
37.08314167,-122.2175333,Big Creek,2,
37.08394536,-122.0516173,Lompico Creek,3,
37.08499646,-121.910289,Fern Gulch,0,
37.08529469,-121.9288824,Amaya Creek,1,
37.0859516,-122.0281542,Lockhart Gulch,2,
37.08604458,-121.9580402,West Branch Soquel Creek,3,
37.08647253,-122.0175657,MacKenzie Creek,2,
37.88222843,-122.3050396,Codornices Creek,1,
37.08860223,-122.0528019,Lompico Creek,1,
37.08952082,-122.1532403,San Vicente Creek,2,
37.08990307,-122.0533529,Lompico Creek,1,
37.09131334,-122.0937949,Marshall Creek,3,
37.091634,-122.0972169,Marshall Creek,2,
37.09187737,-122.1024885,Marshall Creek,0,
37.09296907,-122.0864901,Love Creek,1,
37.09375007,-121.8934762,Ashbury Gulch,3,
37.09390548,-122.0928567,San Lorenzo River,1,
37.09411739,-121.8933586,Ashbury Gulch,3,
37.09450306,-121.8931749,Ashbury Gulch,3,
37.09464586,-122.2065245,Boyer Creek,2,
37.0950099,-121.8928524,Ashbury Gulch,0,
37.09537729,-122.0025267,Bean Creek,1,
37.09605439,-122.073017,Newell Creek,3,
37.09667305,-121.9999952,Bean Creek,3,
37.09681343,-122.0019081,Bean Creek,1,
37.09710305,-121.9990271,Bean Creek,2,
37.09735343,-121.9963517,Bean Creek,1,
37.97937456,-121.0996004,Mormon Slough,1,
37.98524124,-122.5876641,San Anselmo Creek,1,
37.09945112,-122.0945457,San Lorenzo River,3,
37.99504783,-121.2764165,Calaveras River,1,
37.0999426,-122.2250102,Mill Creek,1,
37.10060638,-122.099728,San Lorenzo River,1,
37.10191211,-122.08586,Love Creek,1,
37.10287611,-122.2473077,Bettencourt Gulch,3,
37.10304219,-122.0735882,Newell Creek,0,
37.10339751,-122.2217765,Mill Creek,2,
37.1069274,-122.2407497,Bettencourt Gulch,2,
37.10732606,-122.1093088,Clear Creek,1,
37.10770542,-122.0865513,Love Creek,1,
37.11052688,-122.1134865,San Lorenzo River,1,
37.11222126,-120.5884858,Sand Slough,1,
37.11247251,-120.5894595,San Joaquin River,0,
37.11270234,-121.6836554,Llagas Creek,1,
37.11272692,-121.9865707,Bean Creek,1,
37.11638292,-122.2113566,Mill Creek,0,
37.11643564,-121.9863033,Bean Creek,1,
37.11650208,-122.1153877,San Lorenzo River,1,
37.1188401,-121.9614812,West Branch Soquel Creek,0,
37.11893801,-121.549165,Coyote Creek,0,
37.12041519,-122.0993731,Fritch Creek,2,
37.12094337,-121.9384743,Laurel Creek,0,
37.12138125,-121.9069686,Los Gatos Creek,0,
37.12145054,-121.9976748,Mountain Charlie Gulch,2,
37.12521225,-122.0496233,Lompico Creek,3,
37.12555023,-122.1192087,San Lorenzo River,1,
37.13098855,-122.1805731,Big Creek,1,
37.13192678,-121.9312654,Los Gatos Creek,0,
37.13222724,-122.1022825,Bear Creek,1,
37.13268979,-122.0835991,Love Creek,2,
37.13307221,-122.231137,Scott Creek,2,
37.13636689,-122.2626987,Waddell Creek, East Fork,3
37.13726138,-122.2573101,Last Chance,2,
37.13821818,-122.130149,San Lorenzo River,1,
37.14018863,-122.131768,San Lorenzo River,1,
37.14217173,-122.1325357,San Lorenzo River,1,
37.14263441,-122.1319266,Two Bar Creek,1,
37.14295396,-122.0028589,Zayante Creek,1,
37.14801407,-122.2533769,East Branch Waddell Creek,2,
37.14885587,-122.3460476,Whitehouse Creek,1,
37.14983134,-122.30478,Cascade Creek,2,
37.14998529,-121.9978073,Zayante Creek,0,
37.15347672,-122.1631073,Hare Creek,0,
37.15350693,-122.1621204,Boulder Creek,2,
37.15546942,-122.1216886,Two Bar Creek,2,
37.15555945,-122.1344127,San Lorenzo River,1,
37.16074922,-122.1358904,San Lorenzo River,1,
37.16212306,-122.1358318,San Lorenzo River,1,
37.16328323,-122.076607,Bear Creek,1,
37.16541389,-122.3292829,Whitehouse Creek,3,
37.1654379,-121.6297013,Coyote Creek,0,
37.16556859,-122.3298589,Whitehouse Creek,0,
37.16580827,-121.6387783,Coyote Creek,1,
37.16610951,-122.323406,Whitehouse Creek,3,
37.16639253,-122.1215404,Kings Creek,1,
37.16651574,-121.6366331,Coyote Creek,0,
37.16771846,-121.632754,Coyote Creek,1,
37.16788909,-121.9805163,Gatos Creek, Los,0
37.16848485,-121.828156,Alamitos Creek,1,
37.16903296,-122.3164084,Whitehouse Creek,2,
37.16904332,-122.0996235,Two Bar Creek,0,
37.16943488,-122.2755005,Henry Creek,1,
37.16966999,-122.2645396,Berry Creek,2,
37.17204852,-122.1403956,San Lorenzo River,1,
37.1733533,-122.2502948,West Branch Waddell,1,
37.17430936,-122.1397405,San Lorenzo River,3,
37.17961,-121.815696,Alamitos Creek,1,
37.17993897,-122.2529307,West Branch Waddell,1,
37.18309682,-121.7929008,Calero, Arroyo,0
37.1831746,-122.3120745,Old Woman's Creek,2,
37.18349657,-122.1418908,San Lorenzo River,1,
37.1837984,-122.1417095,San Lorenzo River,1,
37.1840341,-122.0553381,Connely Gulch,3,
37.18723651,-122.1244909,Debris Flow Creek,1,
37.19164704,-121.7084981,Coyote Creek,1,
37.19194234,-122.2451269,West Branch Waddell Creek,1,
37.19651875,-122.1469288,San Lorenzo River,1,
37.1968384,-122.1468563,San Lorenzo River,1,
37.19689865,-122.3018753,Slate Creek,0,
37.1969537,-122.3185844,Gazos Creek,3,
37.19800326,-122.3013641,Slate Creek,2,
37.19826047,-122.2938033,Gazos Creek,0,
37.19847817,-121.8798499,Guadalupe Creek,0,
37.19912019,-122.2911527,Middle Fork Gazos,3,
37.19995034,-122.1478716,San Lorenzo River,1,
37.20118163,-121.9911274,Los Gatos Creek,0,
37.20317856,-122.1460351,San Lorenzo River,1,
37.2040062,-121.989973,Los Gatos Creek,1,
37.20523463,-122.1162483,Sleeper Gulch,1,
37.20571237,-122.1181451,Kings Creek,1,
37.20638343,-122.1449714,San Lorenzo River,1,
37.20877941,-121.9016141,Guadalupe Creek,1,
37.20898074,-122.2866352,Gazos Creek,3,
37.21090783,-121.9136639,Pheasant Creek,2,
37.21114967,-122.3712071,Frijoles, Arroyo De Los,0
37.21187819,-122.1056249,McDonald Gulch,2,
37.21278566,-122.3279373,Little Butano Creek,0,
37.21283872,-120.7718146,San Joaquin River,3,
37.21342221,-121.9124694,Pheasant Creek,1,
37.21382762,-120.7752683,San Joaquin River,3,
37.21397382,-122.1981944,Little Boulder Creek,2,
37.21467129,-122.3118913,Little Butano Creek,0,
37.21501461,-122.0838059,Deer Creek,3,
37.21559697,-122.305798,Little Butano Creek,2,
37.21738204,-121.9103914,Guadalupe Creek,1,
37.21786311,-121.7401479,Coyote Creek,1,
37.21807184,-121.8426056,Alamitos Creek,1,
37.2192129,-121.9847703,Los Gatos Creek,1,
37.21963265,-121.9840877,Los Gatos Creek,1,
37.21991963,-121.983621,Los Gatos Creek,1,
37.22134756,-121.9817155,Los Gatos Creek,1,
37.22207029,-120.7948684,San Joaquin River,3,
37.22220676,-121.9066733,Guadalupe Creek,1,
37.2230381,-122.3572637,Butano Creek,1,
37.2230468,-121.980225,Los Gatos Creek,1,
37.22422667,-121.9793387,Los Gatos Creek,1,
37.22437795,-121.8572117,Alamitos Creek,1,
37.22475109,-122.3331026,Butano Creek,1,
37.22540765,-121.9785284,Los Gatos Creek,1,
37.2256958,-122.1925299,Pescadero Creek,3,
37.22632746,-122.1058271,Kings Creek,2,
37.22686089,-122.1919385,Pescadero Creek,1,
37.22721706,-121.9772967,Los Gatos Creek,1,
37.22863507,-122.1378101,San Lorenzo River,2,
37.23006329,-122.3644892,Butano Creek,1,
37.23284981,-122.3655321,Butano Creek,1,
37.23304604,-121.8988937,Guadalupe Creek,1,
37.23511223,-121.7609268,Coyote Creek,1,
37.23607166,-120.8107112,San Joaquin River,1,
37.23776439,-122.3781809,Butano Creek,1,
37.23862526,-122.3814225,Butano Creek,1,
37.23951251,-121.7649486,Coyote Creek,1,
37.24055685,-122.3896957,Butano Creek,1,
37.24199743,-122.3166612,Butano Creek,2,
37.24200679,-122.1892416,Oil Creek,1,
37.24370055,-121.8750829,Guadalupe Creek,1,
37.24698991,-121.9655972,Los Gatos Creek,0,
37.24715508,-121.87033,Guadalupe River,1,
37.24872486,-122.3951104,Butano Creek,1,
37.24892455,-122.2198118,Fall Creek,2,
37.25033162,-121.87023,Guadalupe River,1,
37.25078816,-122.0539229,Saratoga Creek,0,
37.25113922,-122.3961997,Butano Creek,1,
37.25227745,-119.4353646,Gertrude Creek,0,
37.25296154,-122.1935564,Slate Creek,2,
37.25370478,-122.3658993,Honsinger Creek,1,
37.254082,-122.0890487,Booker Creek,1,
37.25450853,-121.7885012,Coyote Creek,1,
37.25510493,-122.2173426,Peters Creek,1,
37.2558122,-121.8693742,Guadalupe River,1,
37.25713329,-122.338132,Pescadero Creek,1,
37.25736486,-122.4031404,Butano Creek,3,
37.258822,-122.1895912,Slate Creek,2,
37.25905989,-121.8690895,Guadalupe River,1,
37.25981259,-121.8704401,Guadalupe River,1,
37.26011372,-122.3301469,Pescadero Creek,1,
37.26033901,-122.3292764,Pescadero Creek,1,
37.26045087,-121.9569803,Los Gatos Creek,1,
37.26100348,-122.2144592,Evans Creek,0,
37.26137376,-121.8733587,Guadalupe River,1,
37.26167602,-122.3351139,Roy Gulch,0,
37.26178534,-122.3260267,Dearborn Park Creek,0,
37.26195361,-121.9542412,Gatos Creek, Los,0
37.26224188,-122.3277264,Pescadero Creek,1,
37.26327073,-119.3974539,Fish Creek,0,
37.26565013,-122.3236646,Pescadero Creek,1,
37.26630806,-120.8313206,San Joaquin River,3,
37.26657669,-120.8305103,San Joaquin River,3,
37.26788811,-121.8779207,Guadalupe River,1,
37.26916397,-121.9906481,San Tomas Aquinas Creek,1,
37.26919385,-121.949041,Los Gatos Creek,0,
37.26921084,-122.3167294,Pescadero Creek,1,
37.26942374,-121.9906821,San Tomas Aquinas Creek,1,
37.27055349,-122.3343435,Roy Gulch,2,
37.27157254,-122.2987281,Bloomquist Creek,0,
37.27162749,-122.3854145,Bradley Creek,0,
37.27230669,-120.8165403,Bear Creek,1,
37.27265516,-121.9480622,Los Gatos Creek,0,
37.27271177,-122.3066754,Pescadero Creek,1,
37.27279947,-122.3853897,Bradley Creek,1,
37.2728106,-122.2931591,Peterson Creek,0,
