38.39622815,-122.446174,Montgomery Creek,2,
38.39672734,-123.0097553,Coleman Valley Creek,2,
38.40274398,-122.2341731,Milliken Creek,2,
38.4040859,-122.3902501,Hinman Creek,0,
38.40521807,-121.2863511,Cosumnes River,1,
38.4058215,-122.6531825,Matanzas Creek,0,
38.40714324,-122.4334865,Dry Creek,1,
38.40758481,-122.5508215,Fisher Creek,1,
38.40811593,-122.2037913,Capell Creek,0,
38.40981916,-122.5493377,Fisher Creek,1,
38.41143798,-122.5483538,Fisher Creek,1,
38.4124246,-122.5475622,Fisher Creek,1,
38.41356298,-122.5454072,Fisher Creek,1,
38.41503891,-122.9177503,Purrington Creek,1,
38.41557263,-123.0983365,Furlong Gulch,0,
38.41600424,-122.5418245,Fisher Creek,1,
38.41874236,-122.5619495,Sonoma Creek,1,
38.42057685,-120.5489986,North Fork Mokelumne River,1,
38.42172259,-122.9522708,Lancel Creek,1,
38.42374591,-122.5720115,Pythian Creek,1,
38.42471744,-122.932699,Lancel Creek,2,
38.42686323,-122.5658824,Felton Creek,1,
38.4288489,-122.662857,Matanzas Creek,1,
38.43019899,-122.5657935,Felton Creek,1,
38.43398118,-122.6449965,Spring Creek,2,
38.43440754,-122.3586186,Rector Creek,1,
38.43724528,-122.9436408,North Fork Lancel Creek,0,
38.43737325,-122.5465355,Sonoma Creek,1,
38.43776769,-122.5196274,Sonoma Creek,2,
38.44096209,-122.9679267,Grab Creek,0,
38.44097895,-122.345051,Rector Creek,0,
38.44174141,-122.6614433,Spring Creek,1,
38.4419012,-122.5351211,Sonoma Creek,1,
38.44280915,-122.9756304,Devoul Creek,1,
38.44297162,-122.5768077,Pythian Creek,1,
38.44355382,-122.6632578,Spring Creek,1,
38.44525959,-122.9281946,Harrison Grade Creek,1,
38.4458116,-122.9808615,Dutch Bill Creek,1,
38.44643757,-122.5320092,Bear Creek,2,
38.44723469,-122.9252133,Harrison Grade Creek,0,
38.44945813,-123.0959431,Sawmill Gulch,0,
38.45063407,-123.1278686,Russian River,3,
38.45159781,-122.9272924,Green Valley Creek,0,
38.45246506,-121.211383,Cosumnes River,1,
38.45446122,-122.5618143,Felton Creek,2,
38.4545059,-122.9291386,Green Valley Creek,1,
38.45811157,-121.4112974,Strawberry Creek,1,
38.46140885,-122.7511129,Piner Creek,1,
38.4629364,-122.741716,Pauline Creek,1,
38.46371286,-122.7283171,Pauline Creek,1,
38.46516159,-122.7185026,Pauline Creek,1,
38.46668186,-121.2031209,Consumnes River,1,
38.46756013,-122.7127241,Pauline Creek,1,
38.46775312,-122.7443275,Piner Creek,1,
38.47025861,-122.6721158,Ducker Creek,1,
38.47144655,-122.7028331,Pauline Creek,1,
38.47185238,-122.6773331,Rincon Creek aka Brush Creek,1,
38.47624362,-122.4826585,Sulphur Creek,3,
38.4763285,-122.3996983,Conn Creek,1,
38.47666466,-121.5887095,Toe Drain,1,
38.47945171,-122.6781606,Rincon Creek aka Brush Creek,1,
38.47972303,-122.7410569,Piner Creek,1,
38.48124472,-122.3733346,Conn Creek,0,
38.48322278,-122.5169871,South Fork Sulphur Creek,2,
38.48348183,-123.0108397,Russian River,1,
38.48389349,-122.5714438,Santa Rosa Creek,1,
38.48506606,-122.6775446,Rincon Creek aka Brush Creek,1,
38.48911124,-122.5094843,South Fork Sulphur Creek,1,
38.48987614,-122.5012548,Sulphur Creek,1,
38.49024529,-122.8444123,Mark West Creek,1,
38.49317795,-122.0047622,Putah South Canal,1,
38.49372024,-122.0048255,Putah Creek,0,
38.49388296,-123.1588726,West Branch Russian Gulch,2,
38.49436592,-122.4259955,Napa River,1,
38.49563445,-122.6831139,Rincon Creek aka Brush Creek,1,
38.49637872,-121.0651194,Cosumnes River,1,
38.4983857,-122.9950169,Mays Canyon,1,
38.49995766,-122.8856869,Russian River,1,
38.50099945,-122.687623,Rincon Creek aka Brush Creek,1,
38.50387782,-123.029776,Mission Creek,1,
38.50473471,-123.0319737,Mission Creek,0,
38.50507706,-122.4637212,Sulphur Creek,1,
38.50612398,-122.6501052,Weeks Creek,1,
38.50640856,-122.7249385,Linda Creek,0,
38.50650154,-122.4819107,York Creek,1,
38.50701843,-122.4002661,Conn Creek,1,
38.50814931,-122.9294852,Hobson Creek,1,
38.5086184,-122.6488275,Mark West Creek,1,
38.50935541,-122.966637,Korbel Tributary,1,
38.5098759,-122.5210647,York Creek,2,
38.5105502,-122.7169166,Linda Creek,0,
38.51086817,-122.7171646,Linda Creek,1,
38.51249595,-122.6375634,Van Buren Creek,1,
38.51325099,-122.5024039,York Creek,0,
38.51337724,-122.1046627,Putah Creek,0,
38.51412775,-122.6286622,Van Buren Creek,2,
38.51751167,-123.2414313,Fort Ross Creek,1,
38.5213396,-122.6591491,Mark West Creek,1,
38.52713341,-123.0006585,Redwood Creek,0,
38.52993004,-122.5394152,Mill Creek,2,
38.53046811,-123.1383602,Pole Mountain Creek,3,
38.53106071,-123.137778,Pole Mountain Creek,1,
38.5311236,-122.5357503,Mill Creek,3,
38.5315624,-122.5326588,Mill Creek,3,
38.53280278,-123.2736325,Timber Cove Creek,2,
38.53331301,-122.52672,Mill Creek,3,
38.53447581,-122.5214108,Mill Creek,3,
38.5362583,-123.0062416,West Branch Fife Creek,1,
38.53663445,-122.9881532,Sweetwater Creek,0,
38.53819821,-122.5154912,Mill Creek,1,
38.53991456,-122.4815674,Bell Creek,1,
38.53997442,-122.9131804,Press Creek,1,
38.54004521,-122.8712993,Turtle Creek,1,
38.54063896,-123.095411,Ward Creek,3,
38.54092289,-122.5086892,Mill Creek,1,
38.5466783,-122.7723548,Pool Creek,0,
38.54717753,-123.2970292,Stockhoff Creek,2,
38.54935781,-122.953878,Porter Creek,1,
38.54948737,-122.6693811,Porter Creek,1,
38.55123947,-122.6509799,Porter Creek,1,
38.55555864,-122.8108906,Windsor Creek,1,
38.55726097,-122.5428692,Nash Creek,0,
38.55815369,-122.747855,Pool Creek,0,
38.55974566,-122.8075635,Windsor Creek,1,
38.55988548,-122.5360453,Nash Creek,1,
38.56124832,-121.5267329,Sacramento Deep Water Ship Channel,1,
38.5621967,-122.5341752,Nash Creek,1,
38.56389022,-122.5694595,Diamond Mt. Creek,1,
38.57472633,-123.0298574,Thompson Creek,2,
38.57556207,-122.6045848,Kortum Canyon,0,
38.57784131,-123.3317661,Miller Creek,1,
38.57818715,-122.5808186,Napa River,1,
38.58014359,-122.7891551,Windsor Creek,2,
38.58280426,-122.8874139,Mill Creek,1,
38.58402046,-120.4400488,Middle Dry Creek,0,
38.58491789,-123.3402399,Phillips Gulch,2,
38.58585251,-120.4631596,Middle Dry Creek,1,
38.58602593,-122.7632246,Brooks Creek,1,
38.58640735,-122.8602845,Dry Creek,1,
38.58691302,-122.756432,Barnes Creek,1,
38.5870386,-122.7560993,Martin Creek,1,
38.59000134,-120.3532209,Dark Canyon,0,
38.59060902,-120.3487243,Dark Canyon,1,
38.59263968,-120.3358412,Loggers Delight Canyon,0,
38.59412023,-120.3302317,Sugar Pine Creek,1,
38.59659276,-122.9875136,Boyd Creek,0,
38.59686409,-120.3145204,Cat Creek,0,
38.59700561,-120.3154643,Cabin Creek,0,
38.59729935,-122.9901705,Mill Creek,1,
38.59736888,-122.9880369,Boyd Creek,0,
38.59778859,-120.3362109,Logger's Delight,0,
38.5985472,-122.9119982,Wallace Creek,1,
38.59936783,-122.8580576,Russian River,1,
38.59988949,-122.5227209,Dutch Henry Creek,1,
38.60034754,-122.9942781,Mill Creek,1,
38.60220928,-122.5871818,Horns Creek,1,
38.60244171,-122.8600488,Russian River,1,
38.60619574,-120.434827,Dogtown Creek,0,
38.60642029,-120.4300071,Dogtown Creek,1,
38.60709885,-120.3947628,South Fork McKinney Creek,1,
38.6079151,-120.3961944,North Fork McKinney Creek,0,
38.61090587,-120.30127,Cat Creek,0,
38.61322953,-120.2899599,Cat Creek,0,
38.61369506,-122.5871182,Garnett Creek,3,
38.6140442,-120.3008533,Cat Creek,0,
38.61557885,-120.2889627,Cat Creek,0,
38.61941806,-122.8271907,Russian River,1,
38.62094415,-122.6124762,Napa River,0,
38.63410849,-122.4981479,Swartz Creek,2,
38.63422076,-122.9062571,Kelley Creek,1,
38.63430875,-122.6635526,Yellowjacket Creek,0,
38.63578717,-121.2196363,American River,0,
38.64754835,-122.9295377,Crane Creek,1,
38.64897819,-122.9107328,Lytton Springs Creek,1,
38.65320152,-123.0809719,Fall Creek,2,
38.65589529,-122.9528182,Grape Creek,1,
38.66545932,-122.9547757,Wine Creek,3,
38.66632949,-122.968363,Wine Creek,2,
38.67120034,-120.2471051,Alder Creek,0,
38.68008605,-120.2757697,Alder Creek,1,
38.68142019,-121.6858233,Cache Creek,0,
38.68483894,-123.3257181,Sullivan Creek,2,
38.69281351,-122.8338306,Gird Creek #2,1,
38.69416024,-123.2794174,South Fork Fuller Creek,2,
38.69573842,-122.8579937,Indian Creek,0,
38.7009658,-122.9521515,Canyon Creek,0,
38.70258325,-122.8559582,Indian Creek,2,
38.70263473,-121.4152555,Dry Creek,1,
38.7055815,-122.8312151,Gird Creek,2,
38.7060394,-122.6051763,Saint Helena Creek,1,
38.70771989,-122.7333833,Ingalls Creek,3,
38.71233258,-122.9766544,Dutcher Creek,1,
38.71355978,-122.9762066,Dutcher Creek,0,
38.71406583,-122.9757328,Dutcher Creek,1,
38.7181488,-123.0091232,Dry Creek,0,
38.72016778,-122.9929258,Schoolhouse Creek,0,
38.72163213,-120.3335449,Alder Creek,1,
38.72244932,-122.9775284,Dutcher Creek,0,
38.72476021,-122.9784502,Dutcher Creek #5,1,
38.72517772,-123.2968895,North Fork Fuller Creek,2,
38.7252345,-122.9783696,Dutcher Creek,1,
38.72560483,-122.99383,Schoolhouse Creek,2,
38.72813665,-122.9804255,Dutcher Creek #6,1,
38.72846813,-121.3976755,Dry Creek,1,
38.7336096,-121.2905454,Dry Creek,1,
38.73399571,-121.2893988,Dry Creek,1,
38.73922462,-122.7671859,Hurley Creek,0,
38.74103393,-120.4126434,Plum Creek,0,
38.74297938,-122.9067362,Gill Creek,3,
38.74554272,-122.7657654,Anna Belcher Creek,0,
38.75098151,-122.998229,Barrelli Creek,0,
38.75103998,-121.1770003,Miners Ravine,3,
38.75167336,-121.2398758,Miners Ravine,3,
38.75183257,-121.2419864,Miners Ravine,3,
38.75185376,-121.1798881,Miners Ravine,3,
38.75187416,-121.2384056,Miners Ravine,3,
38.75263635,-121.2417551,Miners Ravine,3,
38.75326433,-121.1801628,Miners Ravine,1,
38.75448022,-121.2414396,Miners Ravine,3,
38.75628365,-121.2244798,Miners Ravine,1,
38.75731605,-121.1642557,Miners Ravine,3,
38.75738734,-121.2163144,Miners Ravine,3,
38.75741684,-121.2297158,Miners Ravine,3,
38.7583045,-121.1902021,Miners Ravine,3,
38.75929686,-121.1993151,Miners Ravine,3,
38.75977677,-121.2539599,Miners Ravine,3,
38.76415602,-121.1590784,Miners Ravine,0,
38.76456482,-122.9679527,Russian River,1,
38.77033924,-122.9717012,Crocker Creek,1,
38.77277077,-123.5350543,Robinson Gulch,0,
38.77503627,-123.0003347,Icaria Creek,1,
38.77887374,-121.2283786,Secret Ravine,3,
38.7796269,-121.2280751,Secret Ravine,1,
38.78287391,-121.2265837,Secret Ravine,3,
38.78368214,-122.72123,Anderson Creek,3,
38.78380132,-121.149446,Miners Ravine,1,
38.78435108,-121.1490142,Miners Ravine,1,
38.79082247,-121.1402742,Miners Ravine,3,
38.79095059,-122.7193785,Gunning Creek,3,
38.79114608,-123.5607028,Glennen Gulch,0,
38.79119868,-123.0174053,Porterfield Creek,1,
38.79135236,-122.7424891,Anderson Creek,2,
38.79291736,-121.1400465,Miners Ravine,3,
38.79315116,-121.1400427,Miners Ravine,1,
38.79346499,-120.6184055,South Fork American River,2,
38.79427132,-120.0012182,Grass Lake Creek,0,
38.79531955,-119.976514,Grass Lake Creek,1,
38.79670774,-120.6501316,Brush Creek,3,
38.79763544,-120.6496995,Brush Creek,3,
38.79788419,-120.6496187,Brush Creek,3,
38.79801116,-121.1352692,Miners Ravine,1,
38.79872106,-121.1324168,Miners Ravine,1,
38.80041555,-121.1299888,Miners Ravine,1,
38.80076506,-121.1296932,Miners Ravine,3,
38.80224171,-120.6459747,Brush Creek,3,
38.80281473,-121.1280923,Miners Ravine,3,
38.80290506,-122.5824103,Putah Creek,0,
38.80329552,-120.6428761,Brush Creek,2,
38.80446397,-120.6409613,Brush Creek,2,
38.80511238,-120.639731,Brush Creek,2,
38.8053233,-122.704633,Putah Creek,2,
38.80552595,-123.5792353,Fish Rock Gulch,0,
38.80597485,-120.6370905,Brush Creek,2,
38.80621344,-120.6366223,Brush Creek,2,
38.80636755,-120.6360431,Brush Creek,2,
38.80679275,-120.6356786,Brush Creek,2,
38.80714366,-120.6264942,Brush Creek,2,
38.80719189,-120.6355192,Brush Creek,2,
38.80723099,-120.6353569,Brush Creek,2,
38.80754229,-120.63455,Brush Creek,2,
38.80766485,-120.6331895,Brush Creek,3,
38.80771551,-120.6338413,Brush Creek,2,
38.80772386,-120.6339755,Brush Creek,2,
38.80793076,-123.0099566,Cloverdale Creek,1,
38.80800146,-120.628862,Brush Creek,2,
38.80829822,-120.6313946,Brush Creek,2,
38.80889118,-120.5680381,Silver Creek,2,
38.80967791,-123.0176328,Cloverdale Creek,1,
38.81084326,-120.6240241,Brush Creek,2,
38.81114851,-120.6232228,Brush Creek,3,
38.81192694,-121.1253008,Miners Ravine,1,
38.81277354,-120.388007,South Fork Silver Creek,3,
38.81330801,-123.0230319,Cloverdale Creek,1,
38.81500378,-123.5964405,Triplett Gulch,0,
38.81510664,-121.1247397,Miners Ravine,3,
38.81667128,-121.1250021,Miners Ravine,3,
38.81699933,-121.1250583,Miners Ravine,1,
38.81787521,-120.3651267,South Fork Silver Creek,3,
38.81874309,-121.1259045,Miners Ravine,3,
38.82014167,-123.0451305,Cloverdale Creek,2,
38.82204948,-121.1258732,Miners Ravine,1,
38.82455697,-123.5375312,Little North Fork Gualala River,3,
38.82507396,-122.8774094,Squaw Creek,1,
38.82979772,-123.6159516,Signal Port Creek,0,
38.83752597,-123.6280738,Slick Rock Creek,0,
38.83858601,-122.8518636,Squaw Creek,3,
38.83955505,-123.5452352,South Fork Garcia River,1,
38.84065212,-120.5061668,Silver Creek,3,
38.84495294,-120.7148383,Whaler Creek,1,
38.84750536,-120.5197692,Silver Creek,2,
38.84958342,-120.5279578,Silver Creek,2,
38.85150304,-120.6936851,Sailor Ravine,0,
38.85199061,-121.5239709,East Side Canal,1,
38.85558677,-123.0080352,Ash Creek,2,
38.85658569,-121.4941617,Auburn Ravine,1,
38.85972285,-121.4644926,Auburn Ravine,1,
38.86003715,-121.4254069,Auburn Ravine,1,
38.8603595,-121.3972737,Auburn Ravine,1,
38.86775477,-120.7564992,Dutch Canyon,1,
38.86882365,-120.6971407,Whaler Creek,0,
38.87130634,-122.8914082,Tyler Creek,0,
38.87196742,-119.9829943,Saxon Creek,0,
38.87270409,-121.3559868,Auburn Ravine,1,
38.87400848,-123.6398799,North Fork Schooner Gulch,0,
38.87694724,-121.3432864,Auburn Ravine,1,
38.88097818,-120.7078439,Bald Mtn Canyon,0,
38.88418496,-120.7114982,North Fork Bald Mountain Canyon,0,
38.88573239,-123.154851,Jungle Creek,0,
38.88582665,-123.160974,Morrow Creek,0,
38.88892805,-123.1706257,Ingram Creek,1,
38.88950514,-121.0990331,Auburn Ravine,0,
38.89055073,-121.1221221,Auburn Ravine,3,
38.89065925,-123.1783732,Ward Creek,0,
38.89207348,-123.1862041,Wattle Creek,0,
38.89677338,-121.2519521,Auburn Ravine,1,
38.89755936,-121.1573902,Auburn Ravine,1,
38.89786366,-120.7188054,Al Brass Creek,0,
38.89840513,-121.1609132,Auburn Ravine,3,
38.89872577,-120.7766477,Bear Creek,0,
38.90431619,-123.3376494,Mill Creek #1,1,
38.90599994,-123.3261409,Mill Creek,1,
38.9068537,-123.3141676,Sled Creek,1,
38.90802623,-123.2365024,John Hatt Creek,0,
38.90894235,-119.9622816,Cold Creek,0,
38.90927473,-123.2390398,John Hatt Creek,1,
38.90969358,-123.2401319,John Hatt Creek,1,
38.91388594,-120.7387915,Rock Creek,1,
38.91391777,-120.5655642,Rubicon River,3,
38.91426297,-123.2646435,York Creek,0,
38.91455089,-123.2465978,John Hatt Creek,0,
38.91528827,-120.5599627,Rubicon River,3,
38.91557273,-120.5581248,Rubicon River,2,
38.91579474,-120.5587216,Rubicon River,3,
38.91636149,-120.7117274,Canyon Creek,0,
38.91643592,-120.740384,Tobacco Gulch,1,
38.91723675,-121.6247909,Willow Slough,1,
38.91725512,-120.5554173,Rubicon River,2,
38.91992594,-123.2912873,Lost Creek,0,
38.92361914,-120.5868224,Rubicon River,3,
38.92410392,-119.9147512,Heavenly Valley Creek,0,
38.92512569,-119.9268571,Heavenly Valley Creek,0,
38.92950511,-119.9201602,Heavenly Valley Creek,0,
38.929698,-120.5863986,Rubicon River,3,
38.93128785,-123.3041588,Elkins Creek,0,
38.93165232,-120.5923824,Rubicon River,3,
38.93327011,-120.3193656,Tells Creek,1,
38.93373227,-121.2282191,Doty Creek,0,
38.93423913,-120.6043041,Rubicon River,3,
38.93429988,-120.6049231,Rubicon River,3,
38.93490778,-120.9437743,American Canyon Creek,2,
38.93498607,-120.0783697,Tallac Creek,0,
38.93655226,-123.5794965,North Fork Garcia River,2,
38.93711075,-121.2534558,Doty Creek,1,
38.93771047,-120.6086791,Rubicon River,3,
38.93856077,-120.311445,Tells Creek,1,
38.93919019,-120.6093486,Rubicon River,3,
38.94107646,-123.446167,Larmour Creek,2,
38.94272643,-120.6165531,Rubicon River,3,
38.94375635,-120.6374348,Rubicon River,3,
38.94442295,-120.6241801,Rubicon River,3,
38.94448424,-120.6409527,Rubicon River,3,
38.94448872,-120.6395958,Rubicon River,3,
38.94740441,-120.6485604,Rubicon River,2,
38.94778475,-121.0901381,Rock Creek,0,
38.94830967,-120.6543202,Rubicon River,3,
38.94853198,-120.6523366,Rubicon River,3,
38.94878226,-120.6516495,Rubicon River,3,
38.94900222,-120.6549245,Rubicon River,3,
38.95275552,-121.0478783,Dry Creek,1,
38.95402157,-120.9069613,Middle Fork American River,2,
38.95403011,-120.4401492,South Fork Rubicon River,2,
38.95408141,-120.4064616,South Fork Rubicon River,3,
38.95738621,-120.8381106,Otter Creek,2,
38.9618992,-120.9240764,Todd Creek,2,
38.96271779,-120.6749252,Rubicon River,3,
38.96285951,-120.676424,Rubicon River,2,
38.96300094,-121.0775924,Dry Creek,0,
38.96331513,-121.0252777,Dry Creek,0,
38.96417705,-120.932872,Gas Canyon Creek,0,
38.96678173,-120.4651541,South Fork Rubicon River,2,
38.96797594,-123.3428436,Elkhorn Creek,0,
38.96950739,-120.4694265,South Fork Rubicon River,2,
38.97028468,-123.0343663,McDowell Creek,0,
38.97059983,-120.6833246,Pilot Creek,2,
38.97223542,-123.0211423,McDowell Creek,0,
38.97255679,-120.6829895,Rubicon River,3,
38.97332027,-123.6747165,Spanish Creek,1,
38.97499099,-120.8324819,Jesse Canyon Creek,2,
38.97507941,-123.0175483,McDowell Creek #1,3,
38.97717336,-120.6808941,Rubicon River,3,
38.97732638,-120.3901617,Gerle Creek,3,
38.97819833,-120.6811196,Rubicon River,3,
38.97982096,-120.6827114,Rubicon River,3,
38.98047703,-120.5998588,Wallace Canyon,2,
38.98277203,-120.3853638,Gerle Creek,3,
38.98330363,-120.5934767,Long Canyon Creek,2,
38.98369313,-120.6851841,Rubicon River,3,
38.98402756,-120.5904396,Long Canyon Creek,2,
38.98459123,-120.5861143,Long Canyon Creek,2,
38.98463848,-120.5857206,Long Canyon Creek,2,
38.98522532,-120.5815081,Long Canyon Creek,2,
38.98600542,-120.5803426,Long Canyon Creek,2,
38.98635093,-120.579256,Long Canyon Creek,2,
38.98639266,-120.5781486,Long Canyon Creek,2,
38.98643004,-123.0598193,Pratt Ranch Creek #1,0,
38.98728369,-120.6850027,Rubicon River,3,
38.98759918,-120.6907787,Rubicon River,2,
38.98898624,-123.0585803,Pratt Ranch Creek #2,0,
38.99009436,-120.8288249,Pond Creek,2,
38.99104591,-123.4312298,Rancheria Creek,1,
38.99202645,-120.6860938,Long Canyon Creek,2,
38.99458561,-120.8236756,Dardanelles Creek,2,
38.99626107,-120.5601875,Long Canyon Creek,2,
38.9964639,-120.3806261,Gerle Creek,2,
38.99814949,-120.2232396,Rubicon River,2,
38.99880101,-120.2221938,Rubicon River,2,
38.99953939,-120.2229888,Rubicon River,2,
38.99976231,-120.2234438,Rubicon River,2,
39.00303543,-123.0859021,Parsons Creek,1,
39.44683565,-121.8739444,Butte Creek,1,
39.00048997,-120.2241738,Rubicon River,2,
39.00069046,-120.2243209,Rubicon River,3,
39.00076792,-120.5477408,Long Canyon Creek,2,
39.00078159,-120.5476812,Long Canyon Creek,2,
39.12882286,-123.5293147,Peat Pasture Gulch,0,
39.00140324,-120.2245603,Rubicon River,3,
39.00190697,-120.809296,Snyer Canyon Creek,2,
39.00194731,-120.7883412,Volcano Canyon Creek,2,
39.00200715,-120.7335535,Middle Fork American River,2,
39.026436,-123.3819946,Graveyard Creek,1,
39.00340786,-120.3127737,Gerle Creek,2,
39.03441281,-123.6865346,Mallo Pass Creek,3,
39.03448624,-123.6875402,Mallo Pass Creek,1,
39.38920202,-123.665399,Bear Gulch,2,
39.00395564,-120.3137064,Gerle Creek,2,
39.00396665,-120.4291876,Deer Creek,1,
39.0401865,-120.5036918,North Fork Long Canyon Creek,2,
39.4055794,-123.8088203,Digger Creek,0,
39.04056482,-120.5016213,North Fork Long Canyon Creek,3,
39.00422439,-120.3090157,Gerle Creek,0,
39.0043939,-120.4725777,South Wallace Creek,1,
39.04984605,-121.3160378,Bear River,0,
39.05170985,-120.4703076,South Fork Long Canyon Creek,3,
39.00565467,-120.228034,Rubicon River,3,
39.60632666,-120.9322663,Pipe Creek Trib,0,
39.0619873,-123.6195303,Elk Creek,2,
39.00656386,-120.5372764,Long Canyon Creek,2,
39.00693633,-120.5001615,North Wallace Canyon,1,
39.00719843,-120.7632254,Middle Fork American River,3,
39.07538057,-120.2266229,Middle Fork Blackwood Creek,0,
39.07604414,-123.4619197,Gowan Creek,1,
39.76529734,-121.7875763,Big Chico Creek,3,
39.83032154,-123.8433935,Shady Dell,1,
39.09199231,-120.4950064,Middle Fork American River,2,
39.00933144,-120.3340299,Gerle Creek,2,
39.00941787,-120.2337166,Rubicon River,3,
39.00976566,-120.2341561,Rubicon River,3,
39.00997205,-120.7272231,Middle Fork American River,2,
39.00997912,-120.3282837,Gerle Creek,2,
39.01009473,-120.3267368,Gerle Creek,2,
39.01174952,-120.7250026,Middle Fork American River,2,
39.12555682,-123.2882941,Robinson Creek,0,
39.01257941,-120.3681988,Gerle Creek,3,
39.01285731,-120.3409917,Gerle Creek,2,
39.13277557,-120.483928,Duncan Creek,3,
39.13771387,-120.4758352,Duncan Creek,3,
39.01408832,-123.3728244,Trib to Anderson Creek,1,
39.01497429,-120.1235881,Lonely Gulch Creek,0,
39.01760983,-123.3875193,Orbaun Creek #2,0,
39.17931348,-123.2099844,Ackerman Creek,1,
39.01798246,-120.5229962,Long Canyon Creek,2,
39.18415075,-123.5787851,Neefus Gulch,0,
39.01931632,-123.3858206,Orbaun Creek #1,0,
39.01932219,-120.5185955,Long Canyon Creek,2,
39.01943102,-120.5184251,Long Canyon Creek,2,
39.01976567,-120.6622071,Brushy Creek,2,
39.02079394,-120.516434,Long Canyon Creek,2,
39.21420357,-123.4907786,Sawyer Creek,1,
39.02247276,-120.2488792,Rubicon River,2,
39.0230794,-120.2489659,Rubicon River,2,
39.02318843,-120.5161416,North Fork Long Canyon Creek,2,
39.02338368,-121.4448382,Dry Creek,1,
39.02412514,-120.2493537,Rubicon River,3,
39.02455072,-120.2498184,Rubicon River,2,
39.02474837,-123.3123588,Trib to Soda Creek,0,
39.02502621,-121.8214404,Sacramento River,1,
39.02540269,-123.291251,Soda Creek,0,
39.02541622,-123.2986489,Trib to Soda Creek,0,
39.02549627,-120.5035136,South Fork Long Canyon Creek,2,
39.02578513,-120.5031339,South Fork Long Canyon Creek,2,
39.2757338,-123.7470521,Little River,1,
39.02759909,-122.6651896,Schnidler Creek,1,
39.02789118,-120.5923938,Middle Fork American River,2,
39.28094957,-120.0219376,Griff Creek,0,
39.028188,-123.3856002,Witherell Creek,0,
39.02841239,-121.4287645,Dry Creek,1,
39.02870347,-123.3843485,Witherell Creek,0,
39.02924525,-120.5144421,North Fork Long Canyon Creek,2,
39.03108289,-120.5135696,North Fork Long Canyon Creek,2,
39.03151753,-120.4942508,South Fork Long Canyon Creek,3,
39.32108223,-123.3400217,Walker Creek,0,
39.3231772,-121.3131996,Dry Creek,0,
39.03293172,-120.5121028,North Fork Long Canyon Creek,2,
39.33017077,-121.9031833,Butte Creek,1,
39.3316194,-123.3173105,Forsythe Creek,2,
39.34999089,-123.3415537,Forsythe Creek,2,
39.03584394,-120.1256767,Meeks Creek,0,
39.36548013,-123.5052927,James Creek,1,
39.37002479,-123.3007682,Davis Creek,0,
39.03893424,-120.5454476,Duncan Creek,2,
39.39463833,-123.72806,Bunker Gulch,1,
39.40777258,-120.7215091,Little Canyon Creek,1,
39.420428,-123.3407316,Outlet Creek,1,
39.04206542,-121.3321451,Bear River,0,
39.04238653,-120.4237578,Rubicon River,2,
39.42563369,-122.5141498,Stony Creek,2,
39.0432874,-123.4054337,Trib to Anderson Cr,0,
39.44030098,-122.8297055,Skeleton Creek,3,
39.04558038,-123.3574688,Con Creek,2,
39.47235715,-120.7265124,Middle Fork Yuba River,3,
39.47784538,-121.0944437,Trib to Bridger Creek,0,
39.48243614,-123.7766714,Mill Creek,1,
39.48416592,-120.2831796,Independence Creek,0,
39.48560536,-120.7550141,Wolf Creek,0,
39.04871249,-123.414327,Hannah Creek,0,
39.49579863,-122.9757778,Smokehouse Creek,3,
39.05003723,-120.4724934,South Fork Long Canyon Creek,2,
39.05015926,-123.3106208,Indian Creek,2,
39.05082086,-120.4816303,North Fork Long Canyon Creek,2,
39.51032508,-123.3852615,Reeyes Canyon,1,
39.05215852,-120.11783,General Creek,1,
39.05342588,-120.4670849,South Fork Long Canyon Creek,0,
39.54893925,-122.7260211,South Fork Corbin Creek,1,
39.55360684,-121.30671,Sucker Run,2,
39.05574705,-123.4294068,Prather Creek1,0,
39.05615495,-120.6189851,Peavine Creek,1,
39.06020274,-120.4718182,North Fork Long Canyon Creek,2,
39.60239009,-121.785099,Butte Creek,1,
39.61680367,-120.5919809,Howard Creek,0,
39.61790985,-122.9089754,Umbrella Creek,2,
39.63107102,-123.6866764,South Fork Wages Creek,3,
39.06432073,-123.2307864,Trib to South Branch Robinson Creek,1,
39.06456834,-123.2242654,Trib to Robinson Creek,0,
39.64752966,-123.2155258,Pigtail Creek,2,
39.06718944,-119.9419025,Logan House Creek,0,
39.68514636,-123.3584819,Brad Turner Creek,0,
39.69597969,-121.3851348,French Creek,2,
39.07095899,-120.1420006,McKinney Creek,0,
39.07300541,-119.9214433,North Logan House Creek,0,
39.0736911,-123.4583237,Clow Creek,1,
39.07524651,-120.22671,Middle Fork of Blackwood Creek,0,
39.07594065,-119.899164,Glenbrook Creek,0,
39.77661559,-123.3918335,Woodman Creek,1,
39.77761292,-123.5440273,Upper Tenmile Creek,0,
39.07785382,-120.2119071,South Fork Blackwood Creek,0,
39.07791058,-120.2251515,Mid Fork of Blackwood Creek,0,
39.78866301,-123.7311121,Walters Creek,1,
39.07910626,-123.2158063,Trib to Robinson Creek,1,
39.07915232,-120.347831,Rubicon River,2,
39.0797269,-120.3481066,Rubicon River,2,
39.08009474,-123.1821202,Romers Dairy Creek,1,
39.8102483,-123.409175,Barn Creek,0,
